key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
21,"눈보라",20,"눈",40,"맑음",10,"쾌청",5,"흐림",15,"안개",10,"●설명용 날씨",0,"●설명용 날씨",0
22,"흐림",15,"안개",15,"요마의 안개",30,"쾌청",15,"맑음",25,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
23,"분화",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
24,"쾌청",30,"맑음",20,"흐림",20,"안개",15,"비",15,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
25,"작열파",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
26,"폭풍",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
27,"눈",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
28,"흐림",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
29,"흐림",20,"쾌청",30,"맑음",30,"안개",10,"뇌우",10,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
30,"요마의 안개",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
31,"먹구름",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
32,"흐림",20,"쾌청",30,"맑음",20,"맑음",10,"안개",10,"비",10,"●설명용 날씨",0,"●설명용 날씨",0
33,"쾌청",40,"맑음",20,"흐림",25,"안개",10,"비",5,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
34,"흐림",5,"비",15,"안개",10,"흐림",10,"맑음",15,"쾌청",30,"맑음",15,"●설명용 날씨",0
35,"눈",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
36,"바람",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
37,"번개",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
38,"파랑",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
39,"파랑",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
40,"안개",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
41,"모래먼지",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
42,"눈보라",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
43,"뇌운",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
44,"용핵",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
45,"투기",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
46,"극광",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
47,"눈",60,"맑음",10,"쾌청",5,"흐림",15,"안개",10,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
48,"눈",60,"맑음",10,"쾌청",5,"흐림",15,"안개",10,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
49,"눈보라",20,"눈",40,"맑음",10,"쾌청",5,"흐림",15,"안개",10,"●설명용 날씨",0,"●설명용 날씨",0
50,"흐림",10,"안개",10,"번개",10,"모래먼지",10,"쾌청",30,"맑음",30,"●설명용 날씨",0,"●설명용 날씨",0
51,"흐림",10,"안개",10,"비",10,"폭우",10,"쾌청",30,"맑음",30,"●설명용 날씨",0,"●설명용 날씨",0
52,"흐림",10,"폭풍",10,"방전",20,"쾌청",30,"맑음",30,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
53,"쾌청",30,"맑음",30,"흐림",10,"안개",10,"바람",10,"그림자바람",10,"●설명용 날씨",0,"●설명용 날씨",0
54,"맑음",35,"흐림",35,"번개",30,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
55,"흐림",10,"안개",10,"비",10,"폭우",10,"쾌청",30,"맑음",30,"●설명용 날씨",0,"●설명용 날씨",0
56,"섭리",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
57,"연무",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
58,"쾌청",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
59,"안개",15,"비",25,"맑음",60,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
60,"맑음",40,"안개",35,"바람",20,"그림자바람",4,"번개파동",1,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
61,"맑음",40,"안개",20,"바람",35,"그림자바람",4,"번개파동",1,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
62,"맑음",40,"안개",25,"바람",25,"그림자바람",8,"번개파동",2,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
63,"비",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
64,"맑음",60,"비",40,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
65,"맑음",50,"비",50,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
66,"신비",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
67,"맑음",35,"눈",30,"눈보라",20,"안개",15,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
68,"작열파",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
69,"조화",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
70,"번개파동",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
71,"맑음",30,"안개",30,"바람",30,"그림자바람",10,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
72,"맑음",65,"비",35,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
73,"맑음",65,"비",35,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
74,"요마의 안개",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
75,"귀기",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
76,"신룡의 폭풍",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
77,"호우",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
78,"쾌청",15,"맑음",45,"흐림",20,"안개",10,"번개",10,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
79,"쾌청",15,"맑음",45,"흐림",20,"안개",10,"번개",10,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
80,"쾌청",10,"맑음",50,"흐림",15,"안개",10,"바람",10,"모래먼지",5,"●설명용 날씨",0,"●설명용 날씨",0
81,"쾌청",20,"맑음",40,"흐림",20,"안개",10,"뇌우",10,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
82,"비",10,"안개",10,"흐림",20,"맑음",40,"쾌청",20,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
83,"번개",10,"바람",10,"흐림",15,"맑음",40,"쾌청",25,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
84,"폭우",5,"비",10,"안개",10,"흐림",15,"맑음",40,"쾌청",20,"●설명용 날씨",0,"●설명용 날씨",0
85,"폭풍",5,"바람",5,"비",7,"안개",8,"흐림",10,"맑음",40,"쾌청",25,"●설명용 날씨",0
86,"방전",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
87,"미혹",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
88,"차원",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
89,"번개",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
90,"맑음",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
91,"맑음",30,"폭풍",30,"폭우",30,"눈",10,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
92,"차원",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
93,"하얀 폭풍",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
94,"맑음",10,"안개",18,"작열파",18,"눈",18,"번개",18,"눈보라",18,"●설명용 날씨",0,"●설명용 날씨",0
95,"붉은 달",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
96,"맑음",10,"작열파",18,"번개",18,"눈보라",18,"그림자바람",18,"눈",18,"●설명용 날씨",0,"●설명용 날씨",0
97,"모래폭풍",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
98,"붉은 불꽃 ",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
99,"푸른 봄날",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
100,"맑음",12,"폭우",22,"요마의 안개",22,"뇌우",22,"눈",22,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
101,"폭풍",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
102,"끝없는 빛",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
103,"이상한 꿈",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
104,"눈부신 하늘",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
105,"종말",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
106,"쾌청",20,"맑음",40,"흐림",15,"안개",10,"비",10,"뇌우",5,"●설명용 날씨",0,"●설명용 날씨",0
107,"폭풍",10,"비",10,"안개",10,"흐림",15,"맑음",40,"쾌청",15,"●설명용 날씨",0,"●설명용 날씨",0
108,"맑음",45,"흐림",15,"모래먼지",10,"작열파",10,"쾌청",20,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
109,"비",10,"안개",10,"흐림",15,"뇌우",10,"쾌청",15,"맑음",40,"●설명용 날씨",0,"●설명용 날씨",0
110,"안개",10,"비",10,"그림자바람",10,"쾌청",15,"맑음",40,"흐림",15,"●설명용 날씨",0,"●설명용 날씨",0
111,"흐림",20,"맑음",60,"쾌청",20,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
112,"쾌청",20,"맑음",40,"흐림",15,"안개",10,"비",10,"뇌우",5,"●설명용 날씨",0,"●설명용 날씨",0
113,"폭풍",10,"비",10,"안개",10,"흐림",15,"맑음",40,"쾌청",15,"●설명용 날씨",0,"●설명용 날씨",0
114,"맑음",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
115,"뇌우",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
116,"종말",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
117,"맑음",50,"바람",30,"비",10,"폭풍",5,"안개",5,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
118,"쾌청",50,"맑음",50,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
119,"맑음",45,"흐림",18,"안개",17,"비",15,"폭우",5,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
120,"맑음",40,"흐림",15,"안개",15,"바람",25,"폭풍",5,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
121,"맑음",35,"흐림",15,"안개",15,"눈",20,"눈보라",15,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
122,"맑음",82,"흐림",5,"안개",5,"모래먼지",5,"작열파",3,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
123,"기억난류",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
124,"맑음",52,"비",12,"바람",12,"번개",12,"모래먼지",12,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
125,"유성우",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
126,"결전",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
127,"맑음",50,"흐림",15,"안개",15,"번개",15,"뇌우",5,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
128,"맑음",40,"흐림",18,"안개",17,"비",18,"폭우",7,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
129,"맑음",44,"흐림",15,"안개",14,"번개",20,"뇌우",7,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
130,"맑음",60,"비",10,"바람",10,"번개",10,"눈",10,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
131,"쾌청",15,"맑음",45,"흐림",25,"비",15,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
132,"안개",10,"비",10,"폭우",5,"쾌청",15,"맑음",40,"흐림",20,"●설명용 날씨",0,"●설명용 날씨",0
133,"눈",45,"번개",5,"비",5,"안개",5,"흐림",25,"맑음",10,"쾌청",5,"●설명용 날씨",0
134,"흐림",25,"그림자바람",15,"맑음",45,"쾌청",15,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
135,"그림자바람",15,"달모래먼지",15,"맑음",70,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
136,"자기 폭풍",15,"맑음",70,"그림자바람",15,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
137,"쾌청",10,"맑음",40,"흐림",20,"안개",15,"눈",15,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
138,"안개",10,"비",15,"쾌청",15,"맑음",40,"흐림",20,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
139,"별빛그림자",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
140,"가상",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
141,"종말",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
142,"눈",5,"맑음",20,"쾌청",40,"흐림",15,"안개",10,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
143,"종극",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
144,"절망",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
145,"마의 전당",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
146,"종말",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
147,"신역",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
148,"쾌청",25,"맑음",45,"흐림",10,"비",10,"안개",5,"폭우",5,"●설명용 날씨",0,"●설명용 날씨",0
149,"허무",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
150,"차원",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
151,"맑음",50,"흐림",15,"안개",15,"비",15,"뇌우",5,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
152,"맑음",50,"흐림",15,"안개",15,"비",15,"폭우",5,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
153,"맑음",40,"흐림",15,"안개",15,"바람",20,"번개",10,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
154,"맑음",50,"흐림",15,"안개",15,"비",15,"폭우",5,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
155,"시상",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
156,"뇌우",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
157,"가상",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
158,"어두운 하늘",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
159,"쾌청",40,"맑음",40,"흐림",5,"안개",10,"비",5,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
160,"쾌청",20,"맑음",30,"흐림",20,"안개",10,"바람",10,"눈",10,"●설명용 날씨",0,"●설명용 날씨",0
161,"쾌청",25,"맑음",35,"흐림",15,"안개",10,"비",10,"폭우",5,"●설명용 날씨",0,"●설명용 날씨",0
162,"쾌청",15,"맑음",40,"흐림",15,"안개",15,"비",15,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
163,"맑음",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
164,"쾌청",5,"맑음",45,"흐림",20,"모래먼지",15,"폭풍",15,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
165,"맑음",5,"흐림",20,"안개",15,"비",5,"뇌우",5,"방전",50,"●설명용 날씨",0,"●설명용 날씨",0
166,"비",10,"안개",10,"흐림",20,"맑음",60,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
167,"정전기먼지",100,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
168,"쾌청",10,"맑음",45,"흐림",15,"비",10,"환영",15,"환시",5,"●설명용 날씨",0,"●설명용 날씨",0
169,"달모래먼지",15,"맑음",70,"그림자바람",15,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0,"●설명용 날씨",0
