key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
149,"z1z3","ffxiv/sea_s1/pvp/s1p5/level/s1p5",4,"라노시아","늑대우리","늑대우리 훈련장","s1p5/00","LoadingImage#2",2,"TerritoryIntendedUse#28","",False,65,False,0,True,False,False,False,"BGMSituation#1001",,,,"QuestBattle#0","",-1,138,-1,True,"신생 에오르제아",0,0,0,"",False,True,0,False,False,False,False,False,True,0,False,False
150,"","",0,"","","","","LoadingImage#0",0,"TerritoryIntendedUse#0","",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"신생 에오르제아",0,0,0,"",False,False,0,False,False,False,False,False,False,0,False,False
151,"l1r3","ffxiv/lak_l1/rad/l1r3/level/l1r3",1,"모르도나","모르도나","어둠의 세계","l1r3/00","LoadingImage#6",2,"TerritoryIntendedUse#8","크리스탈 타워: 어둠의 세계",False,0,False,0,True,False,False,False,"BGMSituation#1001",,,,"QuestBattle#0","",-1,0,-1,False,"신생 에오르제아",0,0,0,"",False,True,0,False,False,False,False,False,True,0,False,False
152,"f1f2","ffxiv/fst_f1/fld/f1f2/level/f1f2",1,"검은장막 숲","검은장막 숲","검은장막 숲 동부삼림","f1f2/00","LoadingImage#3",0,"TerritoryIntendedUse#1","",False,4,False,0,True,True,True,False,"BGMSituation#1004",,,"ArrayEventHandler#852446","QuestBattle#0","호손 일가의 산장",-1,0,18,False,"신생 에오르제아",0,11,19,"클라크시오의 다짐",False,True,0,False,False,False,False,False,True,12,False,False
153,"f1f3","ffxiv/fst_f1/fld/f1f3/level/f1f3",1,"검은장막 숲","검은장막 숲","검은장막 숲 남부삼림","f1f3/00","LoadingImage#3",0,"TerritoryIntendedUse#1","",False,5,False,0,True,True,True,False,"BGMSituation#1004",,,"ArrayEventHandler#852244","QuestBattle#0","채석공방",-1,0,19,False,"신생 에오르제아",0,39,19,"다시 리틀 알라미고로",False,True,0,False,False,False,False,False,True,13,False,False
154,"f1f4","ffxiv/fst_f1/fld/f1f4/level/f1f4",1,"검은장막 숲","검은장막 숲","검은장막 숲 북부삼림","f1f4/00","LoadingImage#3",0,"TerritoryIntendedUse#1","",False,6,False,0,True,True,True,False,"BGMSituation#1004",,,"ArrayEventHandler#853469","QuestBattle#0","가을박 마을",-1,0,20,False,"신생 에오르제아",0,0,19,"죽은 자는 말한다",False,True,0,False,False,False,False,False,True,14,False,False
155,"r1f1","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,"커르다스","커르다스","커르다스 중앙고지","r1f1/00","LoadingImage#5",0,"TerritoryIntendedUse#1","",False,21,False,1,True,True,True,False,"BGMSituation#1072",,,"ArrayEventHandler#852247","QuestBattle#0","용머리 전진기지",-1,0,21,False,"신생 에오르제아",0,10,19,"돌방패 경계초소에 잠든 날개",False,True,0,False,False,False,False,False,True,15,False,False
156,"l1f1","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,"모르도나","모르도나","모르도나","l1f1/01","LoadingImage#6",0,"TerritoryIntendedUse#1","",False,22,False,0,True,True,True,False,"BGMSituation#1073",,,"ArrayEventHandler#852412","QuestBattle#0","망자의 종소리",-1,0,22,False,"신생 에오르제아",0,0,19,"마도 병기가 꾸는 꿈",False,True,0,False,False,False,False,False,True,16,False,False
157,"","",0,"","","","","LoadingImage#0",0,"TerritoryIntendedUse#0","",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"신생 에오르제아",0,0,0,"",False,False,0,False,False,False,False,False,False,0,False,False
158,"","",0,"","","","","LoadingImage#0",0,"TerritoryIntendedUse#0","",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"신생 에오르제아",0,0,0,"",False,False,0,False,False,False,False,False,False,0,False,False
159,"s1d3","ffxiv/sea_s1/dun/s1d3/level/s1d3",1,"라노시아","라노시아","방랑자의 궁전","s1d3/00","LoadingImage#2",2,"TerritoryIntendedUse#3","방랑자의 궁전",False,0,False,0,True,False,False,False,"BGMSituation#1034",,,,"QuestBattle#0","",-1,26,-1,False,"신생 에오르제아",0,0,0,"",False,True,0,False,False,False,False,False,True,0,False,False
160,"s1d4","ffxiv/sea_s1/dun/s1d4/level/s1d4",1,"라노시아","라노시아","시리우스 대등대","s1d4/01","LoadingImage#2",2,"TerritoryIntendedUse#3","시리우스 대등대",False,28,False,0,True,False,False,False,"BGMSituation#1001",,,,"QuestBattle#0","",-1,19,-1,False,"신생 에오르제아",0,0,0,"",False,True,0,False,False,False,False,False,True,0,False,False
161,"","",0,"","","","","LoadingImage#0",0,"TerritoryIntendedUse#0","",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"신생 에오르제아",0,0,0,"",False,False,0,False,False,False,False,False,False,0,False,False
162,"","",0,"","","","","LoadingImage#0",0,"TerritoryIntendedUse#0","",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"신생 에오르제아",0,0,0,"",False,False,0,False,False,False,False,False,False,0,False,False
163,"","",0,"","","","","LoadingImage#0",0,"TerritoryIntendedUse#0","",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"신생 에오르제아",0,0,0,"",False,False,0,False,False,False,False,False,False,0,False,False
164,"","",0,"","","","","LoadingImage#0",0,"TerritoryIntendedUse#0","",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"신생 에오르제아",0,0,0,"",False,False,0,False,False,False,False,False,False,0,False,False
166,"","",0,"","","","","LoadingImage#0",0,"TerritoryIntendedUse#0","",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"신생 에오르제아",0,0,0,"",False,False,0,False,False,False,False,False,False,0,False,False
167,"f1d3","ffxiv/fst_f1/dun/f1d3/level/f1d3",1,"검은장막 숲","검은장막 숲","옛 암다포르 성","f1d3/01","LoadingImage#3",2,"TerritoryIntendedUse#3","옛 암다포르 성",False,28,False,0,True,False,False,False,"BGMSituation#1018",,,,"QuestBattle#0","",-1,7,-1,False,"신생 에오르제아",0,0,0,"",False,True,0,False,False,False,False,False,True,0,False,False
168,"","",0,"","","","","LoadingImage#0",0,"TerritoryIntendedUse#0","",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"신생 에오르제아",0,0,0,"",False,False,0,False,False,False,False,False,False,0,False,False
169,"","",0,"","","","","LoadingImage#0",0,"TerritoryIntendedUse#0","",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"신생 에오르제아",0,0,0,"",False,False,0,False,False,False,False,False,False,0,False,False
170,"","",0,"","","","","LoadingImage#0",0,"TerritoryIntendedUse#0","",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"신생 에오르제아",0,0,0,"",False,False,0,False,False,False,False,False,False,0,False,False
171,"r1r1","ffxiv/roc_r1/rad/r1r1/level/r1r1",1,"커르다스","커르다스","제멜 요새","r1r1/01","LoadingImage#5",2,"TerritoryIntendedUse#3","제멜 요새",False,0,False,0,True,False,False,False,"BGMSituation#1070",,,,"QuestBattle#0","",-1,9,-1,False,"신생 에오르제아",0,0,0,"",False,True,0,False,False,False,False,False,True,0,False,False
172,"r1r2","ffxiv/roc_r1/rad/r1r2/level/r1r2",1,"커르다스","커르다스","금빛 골짜기","r1r2/00","LoadingImage#5",2,"TerritoryIntendedUse#3","금빛 골짜기",False,0,False,0,True,False,False,False,"BGMSituation#1071",,,,"QuestBattle#0","",-1,33,-1,False,"신생 에오르제아",0,0,0,"",False,True,0,False,False,False,False,False,True,0,False,False
174,"l1r1","ffxiv/lak_l1/rad/l1r1/level/l1r1",1,"모르도나","모르도나","고대인의 미궁","l1r1/01","LoadingImage#6",2,"TerritoryIntendedUse#8","크리스탈 타워: 고대인의 미궁",False,0,False,0,True,False,False,False,"BGMSituation#1001",,,,"QuestBattle#0","",-1,21,-1,False,"신생 에오르제아",0,0,0,"",False,True,0,False,False,False,False,False,True,0,False,False
175,"","",0,"","","","","LoadingImage#0",0,"TerritoryIntendedUse#0","",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"신생 에오르제아",0,0,0,"",False,False,0,False,False,False,False,False,False,0,False,False
176,"z1j1","ffxiv/zon_z1/jai/z1j1/level/z1j1",1,"","","모르디온 감옥","default/00","LoadingImage#1",0,"TerritoryIntendedUse#5","",False,0,False,0,False,False,False,False,"BGMSituation#1001",,,,"QuestBattle#0","늑대우리 부두",-1,0,-1,False,"신생 에오르제아",0,0,0,"",False,True,0,False,False,False,False,False,True,0,False,False
177,"s1ti","ffxiv/sea_s1/twn/s1ti/level/s1ti",1,"라노시아","림사 로민사","여관 '뒷돛대'","s1ti/00","LoadingImage#2",0,"TerritoryIntendedUse#2","",False,0,False,0,True,False,False,False,"music/ffxiv/BGM_Town_Rest_01.scd",,,"ArrayEventHandler#852012","QuestBattle#0","림사 로민사 하층 갑판",-1,0,23,False,"신생 에오르제아",0,0,0,"",False,True,0,False,False,False,False,False,True,0,False,False
178,"w1ti","ffxiv/wil_w1/twn/w1ti/level/w1ti",1,"다날란","울다하","여관 '모래시계'","w1ti/00","LoadingImage#4",0,"TerritoryIntendedUse#2","",False,0,False,0,True,False,False,False,"music/ffxiv/BGM_Town_Rest_01.scd",,,"ArrayEventHandler#852013","QuestBattle#0","울다하 날 회랑",-1,0,24,False,"신생 에오르제아",0,0,0,"",False,True,0,False,False,False,False,False,True,0,False,False
179,"f1ti","ffxiv/fst_f1/twn/f1ti/level/f1ti",1,"검은장막 숲","그리다니아","여관 '둥지나무'","f1ti/00","LoadingImage#3",0,"TerritoryIntendedUse#2","",False,0,False,0,True,False,False,False,"music/ffxiv/BGM_Town_Rest_01.scd",,,"ArrayEventHandler#852098","QuestBattle#0","그리다니아 신시가지",-1,0,25,False,"신생 에오르제아",0,0,0,"",False,True,0,False,False,False,False,False,True,0,False,False
180,"s1f6","ffxiv/sea_s1/fld/s1f6/level/s1f6",1,"라노시아","라노시아","외지 라노시아","s1f6/00","LoadingImage#2",0,"TerritoryIntendedUse#1","",False,24,False,0,True,True,True,False,"BGMSituation#1021",,,"ArrayEventHandler#852387","QuestBattle#0","감시대 야영지",-1,0,26,False,"신생 에오르제아",0,37,19,"격노한 바위신 타이탄",False,True,0,False,False,False,False,False,True,17,False,False
181,"s1t1_opening","ffxiv/sea_s1/twn/s1t1/level/s1t1",1,"라노시아","림사 로민사","림사 로민사","s1t1/01","LoadingImage#2",0,"TerritoryIntendedUse#6","",False,0,False,0,True,False,False,False,"BGMSituation#1020",,,"ArrayEventHandler#852076","QuestBattle#0","림사 로민사 하층 갑판",1300,0,-1,False,"신생 에오르제아",0,0,0,"",False,True,0,False,False,False,False,False,True,0,False,False
